Chromosome	Proportion	CN	Segment_location	Segment_length	Subgroup	Stage
chr19	0.0540540540540541	>2	57700000.5	799999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	57950000.5	299999	ER+ Typical	DCIS
chr14	0.0202702702702703	>2	57450000.5	1399999	ER+ Typical	DCIS
chr8	0.189189189189189	>2	57900000.5	499999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	58125000.5	49999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	57700000.5	999999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	58075000.5	249999	ER+ Typical	DCIS
chr20	0.243243243243243	>2	58125000.5	149999	ER+ Typical	DCIS
chr11	0.0743243243243243	>2	57750000.5	1099999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	58225000.5	149999	ER+ Typical	DCIS
chr18	0.0135135135135135	>2	58025000.5	649999	ER+ Typical	DCIS
chr12	0.108108108108108	>2	58050000.5	599999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	58175000.5	349999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	58250000.5	199999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	58375000.5	49999	ER+ Typical	DCIS
chr5	0.0810810810810811	>2	58200000.5	499999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	58400000.5	99999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	58350000.5	299999	ER+ Typical	DCIS
chr11	0.0878378378378378	>2	58400000.5	199999	ER+ Typical	DCIS
chr18	0.0135135135135135	>2	58425000.5	149999	ER+ Typical	DCIS
chr17	0.209459459459459	>2	58450000.5	99999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	58525000.5	49999	ER+ Typical	DCIS
chr19	0.0540540540540541	>2	58350000.5	499999	ER+ Typical	DCIS
chr5	0.0810810810810811	>2	58525000.5	149999	ER+ Typical	DCIS
chr17	0.209459459459459	>2	58550000.5	99999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	58575000.5	49999	ER+ Typical	DCIS
chr8	0.189189189189189	>2	58425000.5	549999	ER+ Typical	DCIS
chr17	0.209459459459459	>2	58650000.5	99999	ER+ Typical	DCIS
chr15	0.0675675675675676	>2	58250000.5	1199999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	58725000.5	249999	ER+ Typical	DCIS
chr14	0.0202702702702703	>2	58600000.5	599999	ER+ Typical	DCIS
chr18	0.0135135135135135	>2	58875000.5	49999	ER+ Typical	DCIS
chr11	0.0878378378378378	>2	58725000.5	449999	ER+ Typical	DCIS
chr5	0.0810810810810811	>2	58775000.5	349999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	58850000.5	299999	ER+ Typical	DCIS
chr4	0.0405405405405405	>2	58425000.5	1249999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	58625000.5	849999	ER+ Typical	DCIS
chr20	0.25	>2	58625000.5	849999	ER+ Typical	DCIS
chr14	0.0202702702702703	>2	59000000.5	199999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	59050000.5	99999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	59100000.5	99999	ER+ Typical	DCIS
chr20	0.256756756756757	>2	59100000.5	99999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	58950000.5	499999	ER+ Typical	DCIS
chr5	0.0810810810810811	>2	59100000.5	299999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	57500000.5	3599999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	59250000.5	99999	ER+ Typical	DCIS
chr17	0.209459459459459	>2	59250000.5	299999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	59200000.5	499999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	58925000.5	1149999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	59450000.5	99999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	59375000.5	449999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	59525000.5	149999	ER+ Typical	DCIS
chr8	0.189189189189189	>2	59475000.5	349999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	59575000.5	149999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	59625000.5	49999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	59100000.5	1199999	ER+ Typical	DCIS
chr15	0.0675675675675676	>2	59275000.5	849999	ER+ Typical	DCIS
chr14	0.0202702702702703	>2	59400000.5	599999	ER+ Typical	DCIS
chr17	0.22972972972973	>2	59675000.5	49999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	59625000.5	249999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	59700000.5	99999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	59775000.5	49999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	59775000.5	49999	ER+ Typical	DCIS
chr11	0.0608108108108108	>2	59725000.5	249999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	59825000.5	249999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	59875000.5	149999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	59875000.5	149999	ER+ Typical	DCIS
chr20	0.25	>2	59575000.5	849999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	59975000.5	49999	ER+ Typical	DCIS
chr18	0.0135135135135135	>2	59475000.5	1149999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	59975000.5	249999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	60025000.5	149999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	60050000.5	99999	ER+ Typical	DCIS
chr20	0.25	>2	60050000.5	99999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	60125000.5	49999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	60125000.5	49999	ER+ Typical	DCIS
chr20	0.25	>2	60125000.5	49999	ER+ Typical	DCIS
chr8	0.189189189189189	>2	59925000.5	549999	ER+ Typical	DCIS
chr20	0.25	>2	60175000.5	49999	ER+ Typical	DCIS
chr15	0.0743243243243243	>2	59975000.5	549999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	60225000.5	149999	ER+ Typical	DCIS
chr20	0.25	>2	60250000.5	99999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	60250000.5	199999	ER+ Typical	DCIS
chr8	0.195945945945946	>2	60275000.5	149999	ER+ Typical	DCIS
chr15	0.0743243243243243	>2	60300000.5	99999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	60350000.5	99999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	60375000.5	49999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	59875000.5	1149999	ER+ Typical	DCIS
chr20	0.256756756756757	>2	60375000.5	149999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	60325000.5	449999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	60475000.5	149999	ER+ Typical	DCIS
chr6	0.0337837837837838	>2	58975000.5	3249999	ER+ Typical	DCIS
chr5	0.0810810810810811	>2	59925000.5	1349999	ER+ Typical	DCIS
chr20	0.256756756756757	>2	60525000.5	149999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	60600000.5	99999	ER+ Typical	DCIS
chr20	0.263513513513513	>2	60625000.5	49999	ER+ Typical	DCIS
chr5	0.0810810810810811	>2	60625000.5	49999	ER+ Typical	DCIS
chr6	0.0405405405405405	>2	60625000.5	49999	ER+ Typical	DCIS
chr8	0.189189189189189	>2	60525000.5	349999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	60625000.5	149999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	60675000.5	49999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	60700000.5	99999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	60275000.5	1149999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	60400000.5	899999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	60300000.5	1199999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	60675000.5	449999	ER+ Typical	DCIS
chr20	0.263513513513513	>2	60775000.5	249999	ER+ Typical	DCIS
chr16	0.027027027027027	>2	60875000.5	49999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	60925000.5	149999	ER+ Typical	DCIS
chr20	0.27027027027027	>2	60950000.5	99999	ER+ Typical	DCIS
chr11	0.0945945945945946	>2	60900000.5	299999	ER+ Typical	DCIS
chr4	0.0405405405405405	>2	60100000.5	2099999	ER+ Typical	DCIS
chr18	0.0135135135135135	>2	60600000.5	1099999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	60775000.5	749999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	59825000.5	2749999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	61075000.5	349999	ER+ Typical	DCIS
chr20	0.27027027027027	>2	61125000.5	249999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	61200000.5	99999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	61225000.5	49999	ER+ Typical	DCIS
chr16	0.027027027027027	>2	61125000.5	449999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	61125000.5	449999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	61350000.5	199999	ER+ Typical	DCIS
chr16	0.027027027027027	>2	61400000.5	99999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	61375000.5	249999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	61275000.5	549999	ER+ Typical	DCIS
chr20	0.263513513513513	>2	61400000.5	299999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	61150000.5	899999	ER+ Typical	DCIS
chr9	0.0202702702702703	>2	50225000.5	22849999	ER+ Typical	DCIS
chr20	0.263513513513513	>2	61600000.5	99999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	61200000.5	999999	ER+ Typical	DCIS
chr9	0.027027027027027	>2	61675000.5	49999	ER+ Typical	DCIS
chr6	0.0472972972972973	>2	61200000.5	1099999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	61600000.5	299999	ER+ Typical	DCIS
chr20	0.27027027027027	>2	61700000.5	99999	ER+ Typical	DCIS
chr6	0.0472972972972973	>2	61775000.5	49999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	61550000.5	599999	ER+ Typical	DCIS
chr20	0.27027027027027	>2	61800000.5	99999	ER+ Typical	DCIS
chr17	0.22972972972973	>2	61875000.5	49999	ER+ Typical	DCIS
chr20	0.283783783783784	>2	61875000.5	49999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	61775000.5	349999	ER+ Typical	DCIS
chr20	0.27027027027027	>2	61925000.5	49999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	61725000.5	549999	ER+ Typical	DCIS
chr20	0.25	>2	61975000.5	49999	ER+ Typical	DCIS
chr6	0.0540540540540541	>2	61925000.5	249999	ER+ Typical	DCIS
chr20	0.243243243243243	>2	62025000.5	49999	ER+ Typical	DCIS
chr13	0.0135135135135135	>2	59100000.5	5999999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62025000.5	149999	ER+ Typical	DCIS
chr20	0.236486486486486	>2	62075000.5	49999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62125000.5	49999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	61450000.5	1499999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	62050000.5	299999	ER+ Typical	DCIS
chr20	0.236486486486486	>2	62150000.5	99999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62175000.5	49999	ER+ Typical	DCIS
chr11	0.108108108108108	>2	61650000.5	1199999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	61875000.5	749999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	62150000.5	199999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62225000.5	49999	ER+ Typical	DCIS
chr20	0.22972972972973	>2	62225000.5	49999	ER+ Typical	DCIS
chr13	0.0202702702702703	>2	62200000.5	199999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62275000.5	49999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	62025000.5	649999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	62275000.5	149999	ER+ Typical	DCIS
chr20	0.22972972972973	>2	62300000.5	99999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62325000.5	49999	ER+ Typical	DCIS
chr17	0.243243243243243	>2	62375000.5	49999	ER+ Typical	DCIS
chr13	0.0202702702702703	>2	62375000.5	149999	ER+ Typical	DCIS
chr8	0.195945945945946	>2	62350000.5	299999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	62375000.5	249999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62425000.5	149999	ER+ Typical	DCIS
chr20	0.22972972972973	>2	62425000.5	149999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	62475000.5	149999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	62425000.5	349999	ER+ Typical	DCIS
chr13	0.0135135135135135	>2	62525000.5	149999	ER+ Typical	DCIS
chr11	0.0743243243243243	>2	62550000.5	99999	ER+ Typical	DCIS
chr18	0.0135135135135135	>2	61900000.5	1499999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	62600000.5	99999	ER+ Typical	DCIS
chr12	0.108108108108108	>2	62625000.5	49999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	62225000.5	949999	ER+ Typical	DCIS
chr17	0.22972972972973	>2	62675000.5	49999	ER+ Typical	DCIS
chr15	0.0743243243243243	>2	61550000.5	2399999	ER+ Typical	DCIS
chr4	0.0405405405405405	>2	61950000.5	1599999	ER+ Typical	DCIS
chr20	0.22972972972973	>2	62625000.5	249999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	62725000.5	49999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	62725000.5	49999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	62400000.5	799999	ER+ Typical	DCIS
chr15	0.0743243243243243	>2	62775000.5	49999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	62775000.5	49999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	62675000.5	349999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	62775000.5	249999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	62725000.5	449999	ER+ Typical	DCIS
chr17	0.236486486486486	>2	62900000.5	299999	ER+ Typical	DCIS
chr17	0.22972972972973	>2	63075000.5	49999	ER+ Typical	DCIS
chr7	0.135135135135135	>2	60475000.5	5349999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	62725000.5	949999	ER+ Typical	DCIS
chr3	0.0135135135135135	>2	60375000.5	5749999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	63025000.5	449999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	63100000.5	299999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	63125000.5	449999	ER+ Typical	DCIS
chr17	0.22972972972973	>2	63225000.5	249999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	63100000.5	599999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	63125000.5	549999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	63300000.5	199999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	63375000.5	49999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	63425000.5	49999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	63475000.5	149999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	63100000.5	999999	ER+ Typical	DCIS
chr4	0.0405405405405405	>2	63175000.5	849999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	63525000.5	149999	ER+ Typical	DCIS
chr20	0.22972972972973	>2	63225000.5	949999	ER+ Typical	DCIS
chr17	0.22972972972973	>2	63650000.5	199999	ER+ Typical	DCIS
chr3	0.0135135135135135	>2	63525000.5	549999	ER+ Typical	DCIS
chr10	0.0472972972972973	>2	63600000.5	399999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	63725000.5	249999	ER+ Typical	DCIS
chr20	0.216216216216216	>2	63775000.5	149999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	63575000.5	649999	ER+ Typical	DCIS
chr6	0.0540540540540541	>2	63650000.5	499999	ER+ Typical	DCIS
chr7	0.135135135135135	>2	63550000.5	799999	ER+ Typical	DCIS
chr20	0.209459459459459	>2	63900000.5	99999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	63675000.5	649999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	63875000.5	249999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	63950000.5	99999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	63950000.5	199999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	62725000.5	2749999	ER+ Typical	DCIS
chr12	0.101351351351351	>2	63400000.5	1499999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	64075000.5	149999	ER+ Typical	DCIS
chr15	0.0743243243243243	>2	63500000.5	1399999	ER+ Typical	DCIS
chr6	0.0540540540540541	>2	64050000.5	299999	ER+ Typical	DCIS
chr11	0.0608108108108108	>2	63925000.5	649999	ER+ Typical	DCIS
chr3	0.0202702702702703	>2	64025000.5	449999	ER+ Typical	DCIS
chr7	0.135135135135135	>2	64100000.5	299999	ER+ Typical	DCIS
chr20	0.202702702702703	>2	64125000.5	349999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	64225000.5	149999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	64250000.5	99999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	63350000.5	1999999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	64175000.5	349999	ER+ Typical	DCIS
chr7	0.121621621621622	>2	64300000.5	99999	ER+ Typical	DCIS
chr4	0.0337837837837838	>2	64000000.5	799999	ER+ Typical	DCIS
chr11	0.0540540540540541	>2	64325000.5	149999	ER+ Typical	DCIS
chr6	0.0675675675675676	>2	64350000.5	99999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	64250000.5	399999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	63875000.5	1249999	ER+ Typical	DCIS
chr10	0.0540540540540541	>2	64175000.5	749999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	64500000.5	99999	ER+ Typical	DCIS
chr15	0.0743243243243243	>2	64400000.5	399999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	64500000.5	199999	ER+ Typical	DCIS
chr11	0.0540540540540541	>2	64550000.5	299999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	64525000.5	449999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	64675000.5	149999	ER+ Typical	DCIS
chr11	0.0608108108108108	>2	64725000.5	49999	ER+ Typical	DCIS
chr11	0.0608108108108108	>2	64800000.5	99999	ER+ Typical	DCIS
chr13	0.0135135135135135	>2	63750000.5	2299999	ER+ Typical	DCIS
chr3	0.0202702702702703	>2	64600000.5	699999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	64550000.5	899999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	64875000.5	249999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	64975000.5	249999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	65050000.5	99999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	65050000.5	99999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	64750000.5	799999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	65125000.5	49999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	65125000.5	49999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	64975000.5	449999	ER+ Typical	DCIS
chr13	0.0135135135135135	>2	65050000.5	299999	ER+ Typical	DCIS
chr11	0.0675675675675676	>2	65175000.5	49999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	65175000.5	49999	ER+ Typical	DCIS
chr7	0.121621621621622	>2	64800000.5	899999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	65225000.5	49999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	65225000.5	49999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	65225000.5	49999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	65275000.5	49999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	64950000.5	799999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	65325000.5	49999	ER+ Typical	DCIS
chr11	0.0810810810810811	>2	65375000.5	49999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	65275000.5	349999	ER+ Typical	DCIS
chr7	0.121621621621622	>2	65350000.5	199999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	65375000.5	449999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	65475000.5	249999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	65525000.5	149999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	65450000.5	399999	ER+ Typical	DCIS
chr11	0.0743243243243243	>2	65525000.5	249999	ER+ Typical	DCIS
chr8	0.182432432432432	>2	65100000.5	1199999	ER+ Typical	DCIS
chr11	0.0743243243243243	>2	65675000.5	49999	ER+ Typical	DCIS
chr6	0.0608108108108108	>2	65500000.5	499999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	65675000.5	149999	ER+ Typical	DCIS
chr11	0.0743243243243243	>2	65725000.5	49999	ER+ Typical	DCIS
chr7	0.114864864864865	>2	65625000.5	349999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	65700000.5	199999	ER+ Typical	DCIS
chr11	0.0878378378378378	>2	65775000.5	49999	ER+ Typical	DCIS
chr12	0.108108108108108	>2	65000000.5	1699999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	65750000.5	199999	ER+ Typical	DCIS
chr6	0.0540540540540541	>2	65825000.5	149999	ER+ Typical	DCIS
chr10	0.0540540540540541	>2	65250000.5	1399999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	65000000.5	1999999	ER+ Typical	DCIS
chr11	0.0878378378378378	>2	65900000.5	199999	ER+ Typical	DCIS
chr17	0.209459459459459	>2	65925000.5	149999	ER+ Typical	DCIS
chr6	0.0540540540540541	>2	65950000.5	99999	ER+ Typical	DCIS
chr2	0.027027027027027	>2	65825000.5	449999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	65900000.5	299999	ER+ Typical	DCIS
chr7	0.114864864864865	>2	65925000.5	249999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	66025000.5	49999	ER+ Typical	DCIS
chr11	0.0878378378378378	>2	66050000.5	99999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	63850000.5	4599999	ER+ Typical	DCIS
chr12	0.108108108108108	>2	66000000.5	299999	ER+ Typical	DCIS
chr7	0.114864864864865	>2	66100000.5	99999	ER+ Typical	DCIS
chr11	0.101351351351351	>2	66125000.5	49999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	66000000.5	399999	ER+ Typical	DCIS
chr17	0.209459459459459	>2	66125000.5	149999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	66175000.5	49999	ER+ Typical	DCIS
chr6	0.0472972972972973	>2	66125000.5	249999	ER+ Typical	DCIS
chr6	0.0405405405405405	>2	66275000.5	49999	ER+ Typical	DCIS
chr8	0.189189189189189	>2	66025000.5	649999	ER+ Typical	DCIS
chr11	0.101351351351351	>2	66250000.5	199999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	66225000.5	349999	ER+ Typical	DCIS
chr6	0.0405405405405405	>2	66400000.5	199999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	66375000.5	349999	ER+ Typical	DCIS
chr14	0.027027027027027	>2	66475000.5	149999	ER+ Typical	DCIS
chr17	0.222972972972973	>2	66575000.5	49999	ER+ Typical	DCIS
chr7	0.121621621621622	>2	66400000.5	499999	ER+ Typical	DCIS
chr11	0.108108108108108	>2	66500000.5	299999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	66600000.5	99999	ER+ Typical	DCIS
chr3	0.0135135135135135	>2	65825000.5	1749999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	66450000.5	499999	ER+ Typical	DCIS
chr6	0.0405405405405405	>2	66600000.5	199999	ER+ Typical	DCIS
chr11	0.108108108108108	>2	66675000.5	49999	ER+ Typical	DCIS
chr11	0.108108108108108	>2	66725000.5	49999	ER+ Typical	DCIS
chr6	0.0405405405405405	>2	66775000.5	149999	ER+ Typical	DCIS
chr7	0.121621621621622	>2	66775000.5	249999	ER+ Typical	DCIS
chr12	0.108108108108108	>2	66550000.5	799999	ER+ Typical	DCIS
chr6	0.0405405405405405	>2	66900000.5	99999	ER+ Typical	DCIS
chr7	0.121621621621622	>2	66925000.5	49999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	66850000.5	299999	ER+ Typical	DCIS
chr7	0.162162162162162	>2	66975000.5	49999	ER+ Typical	DCIS
chr13	0.0202702702702703	>2	66125000.5	1849999	ER+ Typical	DCIS
chr8	0.195945945945946	>2	66700000.5	699999	ER+ Typical	DCIS
chr11	0.108108108108108	>2	66925000.5	349999	ER+ Typical	DCIS
chr12	0.114864864864865	>2	67025000.5	149999	ER+ Typical	DCIS
chr11	0.114864864864865	>2	67125000.5	49999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	66600000.5	1199999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	66900000.5	599999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	66925000.5	549999	ER+ Typical	DCIS
chr11	0.128378378378378	>2	67175000.5	49999	ER+ Typical	DCIS
chr6	0.0337837837837838	>2	67100000.5	299999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	67125000.5	249999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67250000.5	99999	ER+ Typical	DCIS
chr5	0.0743243243243243	>2	67275000.5	49999	ER+ Typical	DCIS
chr6	0.0337837837837838	>2	67275000.5	49999	ER+ Typical	DCIS
chr7	0.162162162162162	>2	67175000.5	349999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67325000.5	49999	ER+ Typical	DCIS
chr8	0.195945945945946	>2	67225000.5	349999	ER+ Typical	DCIS
chr11	0.135135135135135	>2	67300000.5	199999	ER+ Typical	DCIS
chr17	0.216216216216216	>2	67325000.5	249999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67400000.5	99999	ER+ Typical	DCIS
chr7	0.209459459459459	>2	67400000.5	99999	ER+ Typical	DCIS
chr7	0.216216216216216	>2	67475000.5	49999	ER+ Typical	DCIS
chr7	0.216216216216216	>2	67525000.5	49999	ER+ Typical	DCIS
chr11	0.128378378378378	>2	67500000.5	199999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67525000.5	149999	ER+ Typical	DCIS
chr7	0.216216216216216	>2	67575000.5	49999	ER+ Typical	DCIS
chr18	0.0202702702702703	>2	66000000.5	3299999	ER+ Typical	DCIS
chr1	0.0472972972972973	>2	66925000.5	1449999	ER+ Typical	DCIS
chr7	0.209459459459459	>2	67625000.5	49999	ER+ Typical	DCIS
chr3	0.0135135135135135	>2	67200000.5	999999	ER+ Typical	DCIS
chr11	0.128378378378378	>2	67650000.5	99999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67650000.5	99999	ER+ Typical	DCIS
chr16	0.0337837837837838	>2	67475000.5	549999	ER+ Typical	DCIS
chr11	0.121621621621622	>2	67725000.5	49999	ER+ Typical	DCIS
chr6	0.0472972972972973	>2	67550000.5	499999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67750000.5	99999	ER+ Typical	DCIS
chr11	0.141891891891892	>2	67775000.5	49999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67825000.5	49999	ER+ Typical	DCIS
chr14	0.0135135135135135	>2	67900000.5	99999	ER+ Typical	DCIS
chr4	0.0405405405405405	>2	66200000.5	3599999	ER+ Typical	DCIS
