sample	ampliconID	Freq	width	FreqNorm	comparison	stage	index	group
CURTIS_H004119_T01_01_WG01	amplicon3	78	14153095	5.51116204618142	noncyclic	b	b noncyclic	IC10
CURTIS_H004120_T01_01_WG01	amplicon2	109	2665482	40.8931667893462	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004120_T01_01_WG01	amplicon3	149	18368394	8.11175979783535	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004120_T01_01_WG01	amplicon5	10	2261518	4.42180871432374	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004123_T01_01_WG01	amplicon1	229	29839296	7.67444379384822	ecdna	b	b ecdna	HER2+
CURTIS_H004131_T01_01_WG01	amplicon1	25	10637543	2.35016676313318	ecdna	b	b ecdna	ER+ High
CURTIS_H004132_T01_01_WG01	amplicon1	43	10614639	4.05100917704314	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004140_T01_01_WG01	amplicon2	397	13135379	30.2237187065558	ecdna	b	b ecdna	HER2+
CURTIS_H004141_T01_01_WG01	amplicon1	16	1010468	15.8342471013431	noncyclic	b	b noncyclic	IC4ER-
CURTIS_H004142_T01_01_WG01	amplicon1	143	17833374	8.01867330321228	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004142_T01_01_WG01	amplicon2	142	39001284	3.64090577120487	ecdna	b	b ecdna	ER+ High
CURTIS_H004146_T01_01_WG01	amplicon1	90	12010615	7.49337148847082	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004146_T01_01_WG01	amplicon2	94	40159604	2.34066053041758	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004147_T01_01_WG01	amplicon5	91	8579091	10.6071843741954	noncyclic	b	b noncyclic	HER2+
CURTIS_H004147_T01_01_WG01	amplicon4	188	21091680	8.91346730085038	ecdna	b	b ecdna	HER2+
CURTIS_H004147_T01_01_WG01	amplicon6	95	17227215	5.51453035212018	noncyclic	b	b noncyclic	HER2+
CURTIS_H004147_T01_01_WG01	amplicon2	4	4161814	0.961119358049158	ecdna	b	b ecdna	HER2+
CURTIS_H004148_T01_01_WG01	amplicon1	15	3226060	4.64963453872526	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004150_T01_01_WG01	amplicon2	332	102319663	3.24473312622228	ecdna	b	b ecdna	IC10
CURTIS_H004150_T01_01_WG01	amplicon1	39	8495973	4.59041006839358	noncyclic	b	b noncyclic	IC10
CURTIS_H004150_T01_01_WG01	amplicon3	119	11032269	10.7865390156821	noncyclic	b	b noncyclic	IC10
CURTIS_H004152_T01_01_WG01	amplicon1	26	9031718	2.87874355687368	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004153_T01_01_WG01	amplicon4	0	1270832	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H004153_T01_01_WG01	amplicon3	0	531933	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H004153_T01_01_WG01	amplicon2	322	42150368	7.63931645863685	ecdna	b	b ecdna	HER2+
CURTIS_H004154_T01_01_WG01	amplicon1	43	3214645	13.3762826066331	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004157_T01_01_WG01	amplicon1	28	6904295	4.05544664589216	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004158_T01_01_WG01	amplicon1	224	19685786	11.3787684169685	ecdna	a	a ecdna	HER2+
CURTIS_H004160_T01_01_WG01	amplicon1	380	80241834	4.73568438129168	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004164_T01_01_WG01	amplicon1	93	10130066	9.18059171578941	ecdna	b	b ecdna	ER+ High
CURTIS_H004166_T01_01_WG01	amplicon1	32	18283006	1.75025922980061	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004167_T01_01_WG01	amplicon2	44	12475338	3.52695854813713	ecdna	b	b ecdna	HER2+
CURTIS_H004167_T01_01_WG01	amplicon3	127	12827251	9.9007963592511	ecdna	b	b ecdna	HER2+
CURTIS_H004167_T01_01_WG01	amplicon1	27	2280059	11.8417988306443	noncyclic	b	b noncyclic	HER2+
CURTIS_H004168_T01_01_WG01	amplicon1	192	9466050	20.2830113933478	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004169_T01_01_WG01	amplicon2	83	1984044	41.8337496547456	noncyclic	b	b noncyclic	IC10
CURTIS_H004170_T01_01_WG01	amplicon1	116	3281695	35.3475871462765	noncyclic	b	b noncyclic	IC4ER-
CURTIS_H004171_T01_01_WG01	amplicon1	226	15061966	15.0046813277895	ecdna	b	b ecdna	ER+ High
CURTIS_H004175_T01_01_WG01	amplicon1	63	3808315	16.5427492211122	ecdna	b	b ecdna	ER+ High
CURTIS_H004176_T01_01_WG01	amplicon1	5	3517766	1.42135662235635	ecdna	a	a ecdna	IC10
CURTIS_H004177_T01_01_WG01	amplicon2	171	18073862	9.46117658749414	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004177_T01_01_WG01	amplicon1	160	14688209	10.8930911862706	ecdna	b	b ecdna	ER+ High
CURTIS_H004178_T01_01_WG01	amplicon3	103	28339589	3.63449166464623	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004178_T01_01_WG01	amplicon4	13	1048004	12.4045328071267	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004180_T01_01_WG01	amplicon3	52	2644649	19.6623446060328	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004180_T01_01_WG01	amplicon4	137	36802127	3.72261092409143	ecdna	b	b ecdna	ER+ High
CURTIS_H004180_T01_01_WG01	amplicon1	8	1157911	6.90899386913157	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004181_T01_01_WG01	amplicon1	42	1068607	39.303504468902	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004183_T01_01_WG01	amplicon2	0	2376195	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004187_T01_01_WG01	amplicon1	114	24854379	4.58671689202132	ecdna	b	b ecdna	IC10
CURTIS_H004188_T01_01_WG01	amplicon2	8	1178220	6.78990341362394	ecdna	a	a ecdna	ER+ High
CURTIS_H004188_T01_01_WG01	amplicon3	185	36938680	5.00830024245588	ecdna	a	a ecdna	ER+ High
CURTIS_H004188_T02_01_WG01	amplicon2	60	15477620	3.87656500159585	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004189_T01_01_WG01	amplicon1	89	29797208	2.98685702365134	ecdna	b	b ecdna	ER+ High
CURTIS_H004190_T01_01_WG01	amplicon1	56	1078056	51.9453534881305	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004193_T01_01_WG01	amplicon5	5	1578350	3.16786517565812	noncyclic	b	b noncyclic	IC10
CURTIS_H004193_T01_01_WG01	amplicon2	66	15583596	4.23522273036339	ecdna	b	b ecdna	IC10
CURTIS_H004193_T01_01_WG01	amplicon6	1	810167	1.23431341933206	noncyclic	b	b noncyclic	IC10
CURTIS_H004194_T01_01_WG01	amplicon1	73	19340602	3.77444300854751	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004196_T01_01_WG01	amplicon1	15	2760626	5.43355021650886	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004197_T01_01_WG01	amplicon2	207	29408996	7.03866259154172	ecdna	b	b ecdna	HER2+
CURTIS_H004197_T01_01_WG01	amplicon1	42	2859185	14.6895006793894	noncyclic	b	b noncyclic	HER2+
CURTIS_H004202_T01_01_WG01	amplicon1	91	30298851	3.00341422187924	ecdna	b	b ecdna	HER2+
CURTIS_H004203_T01_01_WG01	amplicon2	10	3965932	2.52147540603318	ecdna	b	b ecdna	ER+ High
CURTIS_H004203_T01_01_WG01	amplicon1	57	23179801	2.45903750424777	ecdna	b	b ecdna	ER+ High
CURTIS_H004204_T01_01_WG01	amplicon2	69	4353665	15.8487159668923	noncyclic	b	b noncyclic	HER2+
CURTIS_H004204_T01_01_WG01	amplicon1	47	3084727	15.2363564101459	noncyclic	b	b noncyclic	HER2+
CURTIS_H004205_T01_01_WG01	amplicon1	18	9128357	1.97187730497394	ecdna	b	b ecdna	ER+ High
CURTIS_H004206_T01_01_WG01	amplicon2	154	42501319	3.6234169579537	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004207_T01_01_WG01	amplicon1	88	23256619	3.78386901380635	ecdna	b	b ecdna	HER2+
CURTIS_H004210_T01_01_WG01	amplicon1	186	14242708	13.0593142820874	ecdna	a	a ecdna	ER+ High
CURTIS_H004211_T01_01_WG01	amplicon1	9	5104513	1.76314567129127	ecdna	a	a ecdna	ER+ Typical
CURTIS_H004212_T01_01_WG01	amplicon2	0	982338	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004212_T01_01_WG01	amplicon1	2	5348344	0.373947524691755	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004213_T01_01_WG01	amplicon1	2	4985914	0.401130063615217	noncyclic	b	b noncyclic	HER2+
CURTIS_H004213_T01_01_WG01	amplicon2	160	9948074	16.0835152613461	ecdna	b	b ecdna	HER2+
CURTIS_H004213_T01_01_WG01	amplicon4	2	3524763	0.567414036064269	noncyclic	b	b noncyclic	HER2+
CURTIS_H004215_T01_01_WG01	amplicon1	30	2911659	10.3034043478306	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004218_T01_01_WG01	amplicon1	151	16938476	8.91461545891142	ecdna	a	a ecdna	ER+ High
CURTIS_H004219_T01_01_WG01	amplicon1	372	35098646	10.5986994484061	ecdna	b	b ecdna	HER2+
CURTIS_H004221_T01_01_WG01	amplicon1	139	8262709	16.8225699343883	ecdna	a	a ecdna	HER2+
CURTIS_H004221_T01_01_WG01	amplicon2	7	3482391	2.01011316649968	noncyclic	a	a noncyclic	HER2+
CURTIS_H004223_T01_01_WG01	amplicon1	15	4767863	3.1460635509032	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004226_T01_01_WG01	amplicon2	359	29289985	12.2567491925995	ecdna	b	b ecdna	ER+ High
CURTIS_H004226_T01_01_WG01	amplicon1	1	216373	4.62164872696686	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004227_T01_01_WG01	amplicon1	1	2642836	0.378381405429622	noncyclic	b	b noncyclic	IC10
CURTIS_H004228_T01_01_WG01	amplicon4	12	2881439	4.16458581979351	noncyclic	b	b noncyclic	IC10
CURTIS_H004228_T01_01_WG01	amplicon7	11	1527939	7.19924028380714	noncyclic	b	b noncyclic	IC10
CURTIS_H004228_T01_01_WG01	amplicon6	0	2397624	0	ecdna	b	b ecdna	IC10
CURTIS_H004228_T01_01_WG01	amplicon2	0	148180	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004229_T01_01_WG01	amplicon1	51	22509099	2.26575039720604	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004230_T01_01_WG01	amplicon3	202	21930045	9.21110740994832	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004230_T01_01_WG01	amplicon1	147	21404901	6.86758607292788	ecdna	b	b ecdna	ER+ High
CURTIS_H004231_T01_01_WG01	amplicon3	141	20698981	6.81192953411571	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004231_T01_01_WG01	amplicon4	66	13206512	4.99753454962219	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004231_T01_01_WG01	amplicon2	27	3970918	6.79943529430726	ecdna	b	b ecdna	ER+ High
CURTIS_H004232_T01_01_WG01	amplicon1	6	1168172	5.1362299387419	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004237_T01_01_WG01	amplicon1	62	11897248	5.21128919898114	ecdna	b	b ecdna	ER+ High
CURTIS_H004238_T01_01_WG01	amplicon1	74	10004918	7.39636246893778	ecdna	b	b ecdna	ER+ High
CURTIS_H004239_T01_01_WG01	amplicon5	27	8976228	3.00794498535465	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004239_T01_01_WG01	amplicon4	20	8895612	2.24829949867418	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004239_T01_01_WG01	amplicon2	56	10562217	5.30191720166325	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004242_T01_01_WG01	amplicon1	14	8112724	1.72568424612991	ecdna	b	b ecdna	IC10
CURTIS_H004243_T01_01_WG01	amplicon2	112	25958625	4.3145582633903	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004243_T01_01_WG01	amplicon1	15	3443565	4.35595088229785	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004244_T02_01_WG01	amplicon1	11	1481848	7.42316350934779	ecdna	b	b ecdna	ER+ High
CURTIS_H004245_T01_01_WG01	amplicon2	40	5347358	7.48032953843749	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004245_T01_01_WG01	amplicon3	15	7845244	1.91198642132737	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004245_T01_01_WG01	amplicon1	6	5182182	1.15781344615068	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004246_T01_01_WG01	amplicon2	115	9779262	11.7595785857869	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004246_T01_01_WG01	amplicon1	241	22007545	10.9507898313965	ecdna	b	b ecdna	ER+ High
CURTIS_H004247_T01_01_WG01	amplicon2	15	2953255	5.07914148964448	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004247_T01_01_WG01	amplicon1	95	21224630	4.47593197148784	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004248_T01_01_WG01	amplicon1	32	5734181	5.58057026801212	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004249_T01_01_WG01	amplicon5	134	14664871	9.13748235494196	noncyclic	b	b noncyclic	IC4ER-
CURTIS_H004256_T01_01_WG01	amplicon1	2	5741270	0.348354980692425	ecdna	b	b ecdna	HER2+
CURTIS_H004256_T01_01_WG01	amplicon2	179	26033824	6.87567066597669	ecdna	b	b ecdna	HER2+
CURTIS_H004259_T01_01_WG01	amplicon2	82	7523169	10.8996620971827	ecdna	b	b ecdna	HER2+
CURTIS_H004259_T01_01_WG01	amplicon1	8	1156997	6.91445180929596	noncyclic	b	b noncyclic	HER2+
CURTIS_H004259_T01_01_WG01	amplicon3	4	4087565	0.978577710690839	ecdna	b	b ecdna	HER2+
CURTIS_H004260_T01_01_WG01	amplicon1	63	4195539	15.0159490830618	ecdna	b	b ecdna	HER2+
CURTIS_H004265_T01_01_WG01	amplicon1	55	9075468	6.06029352976618	ecdna	a	a ecdna	ER+ Typical
CURTIS_H004266_T01_01_WG01	amplicon3	51	2110841	24.1609860714284	noncyclic	b	b noncyclic	HER2+
CURTIS_H004267_T01_01_WG01	amplicon1	239	6673207	35.8148638278417	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004268_T01_01_WG01	amplicon3	84	7677224	10.9414548800452	ecdna	b	b ecdna	ER+ High
CURTIS_H004268_T01_01_WG01	amplicon2	150	25936739	5.78330221081378	ecdna	b	b ecdna	ER+ High
CURTIS_H004271_T02_01_WG01	amplicon1	13	2504096	5.19149425581128	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H004275_T01_01_WG01	amplicon1	32	14404354	2.2215505117411	noncyclic	b	b noncyclic	IC4ER-
CURTIS_H004275_T01_01_WG01	amplicon3	120	47377699	2.5328372321332	ecdna	b	b ecdna	IC4ER-
CURTIS_H004277_T01_01_WG01	amplicon1	53	39749739	1.3333420881078	noncyclic	b	b noncyclic	IC10
CURTIS_H004279_T01_01_WG01	amplicon1	299	22415768	13.3388247058945	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004281_T01_01_WG01	amplicon1	93	18444148	5.04224971519422	ecdna	a	a ecdna	HER2+
CURTIS_H004282_T01_01_WG01	amplicon2	120	8543733	14.0453827384353	ecdna	b	b ecdna	IC4ER-
CURTIS_H004282_T01_01_WG01	amplicon1	6	3668504	1.63554408009368	noncyclic	b	b noncyclic	IC4ER-
CURTIS_H004284_T01_01_WG01	amplicon1	250	17749675	14.0847649323157	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004284_T01_01_WG01	amplicon2	264	20452785	12.9077775960584	ecdna	b	b ecdna	ER+ High
CURTIS_H004285_T01_01_WG01	amplicon1	124	12774321	9.70697385794517	ecdna	b	b ecdna	ER+ High
CURTIS_H004286_T01_01_WG01	amplicon2	25	11875074	2.10525003886292	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004286_T01_01_WG01	amplicon3	58	13485855	4.30080258166798	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004289_T01_01_WG01	amplicon2	48	3074678	15.6113908513347	noncyclic	a	a noncyclic	HER2+
CURTIS_H004289_T01_01_WG01	amplicon1	1	860924	1.16154271457179	noncyclic	a	a noncyclic	HER2+
CURTIS_H004290_T01_01_WG01	amplicon1	10	2946535	3.39381680516267	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004291_T01_01_WG01	amplicon2	181	12114973	14.9401901267134	ecdna	b	b ecdna	ER+ High
CURTIS_H004291_T01_01_WG01	amplicon1	2	513689	3.89340632172385	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004294_T01_01_WG01	amplicon1	15	4710906	3.18410089269453	ecdna	b	b ecdna	ER+ High
CURTIS_H004295_T01_01_WG01	amplicon1	20	2957585	6.76227394986112	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004296_T01_01_WG01	amplicon5	130	51397596	2.52930117587601	ecdna	b	b ecdna	IC4ER-
CURTIS_H004296_T01_01_WG01	amplicon2	10	4584068	2.1814685122472	ecdna	b	b ecdna	IC4ER-
CURTIS_H004297_T01_01_WG01	amplicon1	32	5321512	6.01332854271493	ecdna	a	a ecdna	ER+ High
CURTIS_H004299_T01_01_WG01	amplicon1	10	2962827	3.37515487741944	noncyclic	b	b noncyclic	HER2+
CURTIS_H004300_T01_01_WG01	amplicon1	77	3173462	24.2637220801762	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004301_T01_01_WG01	amplicon2	29	5680903	5.10482224392847	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004302_T01_01_WG01	amplicon1	122	13539194	9.01087612748588	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004303_T01_01_WG01	amplicon2	5	2630981	1.90043181611726	ecdna	a	a ecdna	ER+ High
CURTIS_H004304_T01_01_WG01	amplicon2	19	11430378	1.66223724184799	ecdna	a	a ecdna	HER2+
CURTIS_H004304_T01_01_WG01	amplicon1	120	6232561	19.2537225066871	noncyclic	a	a noncyclic	HER2+
CURTIS_H004305_T01_01_WG01	amplicon1	26	16069351	1.61798693674685	ecdna	b	b ecdna	HER2+
CURTIS_H004305_T01_01_WG01	amplicon4	279	48482901	5.75460614454568	ecdna	b	b ecdna	HER2+
CURTIS_H004305_T01_01_WG01	amplicon2	3	578429	5.18646195125072	noncyclic	b	b noncyclic	HER2+
CURTIS_H004306_T01_01_WG01	amplicon2	1	273922	3.65067427953943	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004307_T01_01_WG01	amplicon2	328	60274905	5.44173400190345	noncyclic	b	b noncyclic	IC10
CURTIS_H004307_T01_01_WG01	amplicon4	0	947769	0	noncyclic	b	b noncyclic	IC10
CURTIS_H004310_T01_01_WG01	amplicon1	183	17519490	10.4455095439422	ecdna	b	b ecdna	HER2+
CURTIS_H004313_T01_01_WG01	amplicon1	140	11605951	12.0627771046078	ecdna	b	b ecdna	HER2+
CURTIS_H004314_T01_01_WG01	amplicon2	292	60069465	4.86103879899713	ecdna	b	b ecdna	ER+ High
CURTIS_H004314_T01_01_WG01	amplicon1	39	3174304	12.2861578475155	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004317_T01_01_WG01	amplicon2	30	587699	51.0465391297246	ecdna	b	b ecdna	ER+ High
CURTIS_H004317_T01_01_WG01	amplicon5	64	6117355	10.4620379232528	ecdna	b	b ecdna	ER+ High
CURTIS_H004317_T01_01_WG01	amplicon4	36	18445581	1.95168696502431	ecdna	b	b ecdna	ER+ High
CURTIS_H004317_T01_01_WG01	amplicon3	0	167567	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004318_T01_01_WG01	amplicon1	32	1595241	20.0596649659832	noncyclic	b	b noncyclic	IC10
CURTIS_H004319_T01_01_WG01	amplicon1	14	3959754	3.53557316944436	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004319_T01_01_WG01	amplicon2	61	3022505	20.1819351829029	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004320_T01_01_WG01	amplicon4	2	1123030	1.78089632512043	noncyclic	b	b noncyclic	HER2+
CURTIS_H004320_T01_01_WG01	amplicon5	159	21686699	7.33168289005164	ecdna	b	b ecdna	HER2+
CURTIS_H004320_T01_01_WG01	amplicon1	5	2154342	2.32089426841235	noncyclic	b	b noncyclic	HER2+
CURTIS_H004321_T01_01_WG01	amplicon2	114	8048375	14.1643499464178	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004321_T01_01_WG01	amplicon1	13	3563997	3.64759005128231	ecdna	b	b ecdna	ER+ High
CURTIS_H004321_T01_01_WG01	amplicon3	13	1798240	7.22929086217635	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004323_T01_01_WG01	amplicon1	20	5320337	3.75916036897663	noncyclic	b	b noncyclic	HER2+
CURTIS_H004323_T01_01_WG01	amplicon2	87	7095513	12.261269903952	ecdna	b	b ecdna	HER2+
CURTIS_H004325_T01_01_WG01	amplicon1	35	8507554	4.11399093088331	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004327_T01_01_WG01	amplicon1	12	10781134	1.11305545409231	ecdna	b	b ecdna	IC10
CURTIS_H004329_T01_01_WG01	amplicon1	211	25647056	8.22706512591543	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004329_T01_01_WG01	amplicon2	26	10525141	2.47027569511895	ecdna	b	b ecdna	ER+ High
CURTIS_H004330_T01_01_WG01	amplicon1	26	17871969	1.45479213845995	ecdna	b	b ecdna	HER2+
CURTIS_H004330_T01_01_WG01	amplicon4	47	12408385	3.78776125982551	ecdna	b	b ecdna	HER2+
CURTIS_H004330_T01_01_WG01	amplicon2	0	120072	0	noncyclic	b	b noncyclic	HER2+
CURTIS_H004330_T01_01_WG01	amplicon5	151	11520874	13.1066445132548	ecdna	b	b ecdna	HER2+
CURTIS_H004330_T01_01_WG01	amplicon3	39	5633975	6.92228843755963	ecdna	b	b ecdna	HER2+
CURTIS_H004332_T01_01_WG01	amplicon1	46	1145542	40.15566430563	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004334_T01_01_WG01	amplicon2	15	1850435	8.10620205519243	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004334_T01_01_WG01	amplicon1	103	19031506	5.41207826642831	ecdna	b	b ecdna	ER+ High
CURTIS_H004335_T01_01_WG01	amplicon4	108	43919265	2.45905754570346	ecdna	b	b ecdna	HER2+
CURTIS_H004335_T01_01_WG01	amplicon1	6	165976	36.1498047910541	noncyclic	b	b noncyclic	HER2+
CURTIS_H004337_T01_01_WG01	amplicon1	15	967767	15.4995985603973	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004338_T01_01_WG01	amplicon1	95	26665582	3.56264491058174	ecdna	b	b ecdna	HER2+
CURTIS_H004339_T01_01_WG01	amplicon3	11	5208261	2.11202933186336	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004339_T01_01_WG01	amplicon1	18	14849828	1.21213525166756	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004340_T01_01_WG01	amplicon1	74	12469581	5.93444158227931	ecdna	b	b ecdna	IC10
CURTIS_H004341_T01_01_WG01	amplicon1	21	8270844	2.5390395466291	ecdna	b	b ecdna	ER+ High
CURTIS_H004343_T01_01_WG01	amplicon1	98	6564659	14.9284220246627	ecdna	b	b ecdna	IC4ER-
CURTIS_H004344_T01_01_WG01	amplicon1	126	20301279	6.20650551130301	ecdna	b	b ecdna	ER+ High
CURTIS_H004344_T01_01_WG01	amplicon3	6	8300005	0.722891130788475	ecdna	b	b ecdna	ER+ High
CURTIS_H004345_T01_01_WG01	amplicon2	7	349453	20.0313060697719	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004345_T01_01_WG01	amplicon1	307	42502161	7.22316213521473	ecdna	b	b ecdna	ER+ High
CURTIS_H004348_T01_01_WG01	amplicon2	239	7493316	31.8950915722759	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004351_T01_01_WG01	amplicon3	113	8526275	13.2531498221674	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004351_T01_01_WG01	amplicon1	140	26078159	5.36847712294415	ecdna	b	b ecdna	ER+ High
CURTIS_H004351_T01_01_WG01	amplicon2	8	1361830	5.87444835258439	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004353_T01_01_WG01	amplicon1	114	16265872	7.0085391056809	ecdna	b	b ecdna	ER+ High
CURTIS_H004354_T01_01_WG01	amplicon1	2	1149642	1.7396720022407	ecdna	b	b ecdna	IC10
CURTIS_H004355_T01_01_WG01	amplicon1	50	5364994	9.31967491482749	ecdna	b	b ecdna	ER+ High
CURTIS_H004358_T01_01_WG01	amplicon1	15	6217923	2.41238111182786	ecdna	b	b ecdna	ER+ High
CURTIS_H004360_T01_01_WG01	amplicon2	198	40809972	4.85175535038348	ecdna	b	b ecdna	HER2+
CURTIS_H004362_T01_01_WG01	amplicon3	5	6303598	0.793197789579856	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004362_T01_01_WG01	amplicon2	108	15421382	7.00326339105017	ecdna	b	b ecdna	ER+ High
CURTIS_H004362_T01_01_WG01	amplicon4	32	2622004	12.20440548527	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004362_T01_01_WG01	amplicon1	0	2455661	0	ecdna	b	b ecdna	ER+ High
CURTIS_H004364_T01_01_WG01	amplicon2	19	13912048	1.36572271746043	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004364_T01_01_WG01	amplicon1	0	342374	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004366_T01_01_WG01	amplicon1	297	14203147	20.910858699132	ecdna	b	b ecdna	HER2+
CURTIS_H004367_T01_01_WG01	amplicon1	155	33271789	4.6586013153666	ecdna	b	b ecdna	ER+ Typical
CURTIS_H004368_T01_01_WG01	amplicon1	35	13206092	2.65029200160047	ecdna	b	b ecdna	ER+ High
CURTIS_H004369_T01_01_WG01	amplicon5	294	24568518	11.966533756737	ecdna	a	a ecdna	HER2+
CURTIS_H004369_T01_01_WG01	amplicon2	208	13450925	15.4636205316735	ecdna	a	a ecdna	HER2+
CURTIS_H004369_T01_01_WG01	amplicon3	4	906495	4.41260017981346	noncyclic	a	a noncyclic	HER2+
CURTIS_H004369_T01_01_WG01	amplicon1	7	1360190	5.14633984957984	noncyclic	a	a noncyclic	HER2+
CURTIS_H004369_T01_01_WG01	amplicon6	0	1310106	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H004373_T01_01_WG01	amplicon2	98	9414607	10.4093564394138	ecdna	b	b ecdna	IC10
CURTIS_H004375_T01_01_WG01	amplicon1	1	437146	2.28756525279884	noncyclic	b	b noncyclic	HER2+
CURTIS_H004375_T01_01_WG01	amplicon3	69	4695363	14.695349433047	ecdna	b	b ecdna	HER2+
CURTIS_H004376_T01_01_WG01	amplicon1	4	494387	8.09082763098544	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H004377_T01_01_WG01	amplicon1	398	21806847	18.2511483663824	ecdna	b	b ecdna	ER+ High
CURTIS_H004382_T01_01_WG01	amplicon1	15	3226272	4.64932900883744	noncyclic	b	b noncyclic	ER+ High
CURTIS_H004387_T01_01_WG01	amplicon1	1	520825	1.92003072049153	ecdna	b	b ecdna	ER+ High
CURTIS_H004387_T01_01_WG01	amplicon4	149	35577381	4.18805420219099	ecdna	b	b ecdna	ER+ High
CURTIS_H004388_T01_01_WG01	amplicon3	94	1776632	52.9090999148952	noncyclic	b	b noncyclic	ER+ High
