group	type	distance	logdistance	index
ER+ Typical	median_tra_rloops	8129747.5	6.91007711056926	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	8836335	6.94627222147866	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10107078.5	7.00462568177633	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	11070199.5	7.04415548675542	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
ER+ High	median_tra_rloops	14718099	7.16785174935105	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	7507961.5	6.87552209478525	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	8548327.5	6.93188120312657	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	15650334	7.19452363818242	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	10515317	7.02182241097925	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	5225394	6.71811912537379	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7928271	6.89917854133503	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10868990	7.03618922913952	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	4390204.5	6.64248484949661	ER+ Typicalmedian_tra_rloops
