Sample	CellType	Proportion	TME
MB-0397	T cells	0.0156862745098039	F
MB-0397	Myofibroblasts	0.224313725490196	F
MB-0397	Vascular SMA+	0.00549019607843137	F
MB-0397	B cells	0	F
MB-0398	Fibroblasts	0.113154172560113	IE
MB-0398	Fibroblasts CD68+	0.0226308345120226	IE
MB-0398	T cells	0.0763790664780764	IE
MB-0398	Myofibroblasts	0.199434229137199	IE
MB-0398	Vascular SMA+	0.0141442715700141	IE
MB-0398	B cells	0	IE
MB-0399	Fibroblasts	0.0750605326876513	F
MB-0399	Fibroblasts CD68+	0.0423728813559322	F
MB-0399	T cells	0.0157384987893462	F
MB-0399	Myofibroblasts	0.227602905569007	F
MB-0399	Vascular SMA+	0	F
MB-0399	B cells	0	F
MB-0400	Fibroblasts	0.162565905096661	F
MB-0400	Fibroblasts CD68+	0.054481546572935	F
MB-0400	T cells	0.0307557117750439	F
MB-0400	Myofibroblasts	0.429701230228471	F
MB-0400	Vascular SMA+	0.00175746924428822	F
MB-0400	B cells	0.000878734622144112	F
MB-0401	Fibroblasts	0.0585048754062839	F
MB-0401	Fibroblasts CD68+	0.0108342361863489	F
MB-0401	T cells	0	F
MB-0401	Myofibroblasts	0.0465872156013001	F
MB-0401	Vascular SMA+	0	F
MB-0401	B cells	0	F
MB-0404	Fibroblasts	0.24	F
MB-0404	Fibroblasts CD68+	0.075	F
MB-0404	T cells	0.045	F
MB-0404	Myofibroblasts	0.16	F
MB-0404	Vascular SMA+	0.0116666666666667	F
MB-0404	B cells	0	F
MB-0406	Fibroblasts	0.201954397394137	D
MB-0406	Fibroblasts CD68+	0.0488599348534202	D
MB-0406	T cells	0.123778501628664	D
MB-0406	Myofibroblasts	0.0749185667752443	D
MB-0406	Vascular SMA+	0.00325732899022801	D
MB-0406	B cells	0.0912052117263844	D
MB-0410	Fibroblasts	0.178383128295255	IE
MB-0410	Fibroblasts CD68+	0.015817223198594	IE
MB-0410	T cells	0.0246045694200351	IE
MB-0410	Myofibroblasts	0.0413005272407733	IE
MB-0410	Vascular SMA+	0.000878734622144112	IE
MB-0410	B cells	0.00615114235500879	IE
MB-0411	Fibroblasts	0.0725388601036269	F
MB-0411	Fibroblasts CD68+	0.0215889464594128	F
MB-0411	T cells	0.00345423143350604	F
MB-0411	Myofibroblasts	0.0768566493955095	F
MB-0411	Vascular SMA+	0.0120898100172712	F
MB-0411	B cells	0	F
MB-0412	Fibroblasts	0.029379760609358	D
MB-0412	Fibroblasts CD68+	0.0174102285092492	D
MB-0412	T cells	0.0402611534276387	D
MB-0412	Myofibroblasts	0.207834602829162	D
MB-0412	Vascular SMA+	0.00761697497279652	D
MB-0412	B cells	0	D
MB-0413	Fibroblasts	0.282926829268293	IE/F
MB-0413	Fibroblasts CD68+	0.016260162601626	IE/F
MB-0413	T cells	0.124119241192412	IE/F
MB-0413	Myofibroblasts	0.0195121951219512	IE/F
MB-0413	Vascular SMA+	0	IE/F
MB-0413	B cells	0.269918699186992	IE/F
MB-0414	Fibroblasts	0.354963948973932	IE
MB-0414	Fibroblasts CD68+	0.0160843039378813	IE
MB-0414	T cells	0.0471436494731004	IE
MB-0414	Myofibroblasts	0.0782029950083195	IE
MB-0414	Vascular SMA+	0	IE
MB-0414	B cells	0	IE
MB-0417	Fibroblasts	0.0213385063045587	D
MB-0417	Fibroblasts CD68+	0.002909796314258	D
MB-0417	T cells	0	D
MB-0417	Myofibroblasts	0	D
MB-0417	Vascular SMA+	0	D
MB-0417	B cells	0	D
MB-0418	Fibroblasts	0.02937576499388	D
MB-0418	Fibroblasts CD68+	0.02203182374541	D
MB-0418	T cells	0	D
MB-0418	Myofibroblasts	0.178702570379437	D
MB-0418	Vascular SMA+	0	D
MB-0418	B cells	0	D
MB-0419	Fibroblasts	0.0136327185244587	F
MB-0419	Fibroblasts CD68+	0.00240577385725742	F
MB-0419	T cells	0	F
MB-0419	Myofibroblasts	0.000801924619085806	F
MB-0419	Vascular SMA+	0	F
MB-0419	B cells	0	F
MB-0420	Fibroblasts	0.12781954887218	F
MB-0420	Fibroblasts CD68+	0.0093984962406015	F
MB-0420	T cells	0.0018796992481203	F
MB-0420	Myofibroblasts	0.037593984962406	F
MB-0420	Vascular SMA+	0.0018796992481203	F
MB-0420	B cells	0	F
MB-0421	Fibroblasts	0.03125	F
MB-0421	Fibroblasts CD68+	0.01625	F
MB-0421	T cells	0.01	F
MB-0421	Myofibroblasts	0.12375	F
MB-0421	Vascular SMA+	0	F
MB-0421	B cells	0	F
MB-0422	Fibroblasts	0.142058165548098	F
MB-0422	Fibroblasts CD68+	0.0257270693512304	F
MB-0422	T cells	0.00782997762863535	F
MB-0422	Myofibroblasts	0.0604026845637584	F
MB-0422	Vascular SMA+	0	F
MB-0422	B cells	0	F
MB-0425	Fibroblasts	0.0341545352743561	F
MB-0425	Fibroblasts CD68+	0.0083986562150056	F
MB-0425	T cells	0	F
MB-0425	Myofibroblasts	0.179171332586786	F
MB-0425	Vascular SMA+	0.0688689809630459	F
MB-0425	B cells	0	F
MB-0426	Fibroblasts	0.030688622754491	D
MB-0426	Fibroblasts CD68+	0.00449101796407186	D
MB-0426	T cells	0.000748502994011976	D
MB-0426	Myofibroblasts	0.269461077844311	D
MB-0426	Vascular SMA+	0.0179640718562874	D
MB-0426	B cells	0	D
MB-0427	Fibroblasts	0.174721189591078	IE
MB-0427	Fibroblasts CD68+	0.0148698884758364	IE
MB-0427	T cells	0.147459727385378	IE
MB-0427	Myofibroblasts	0.0371747211895911	IE
MB-0427	Vascular SMA+	0.00247831474597274	IE
MB-0427	B cells	0.00991325898389095	IE
MB-0429	Fibroblasts	0.0952135872362326	D
MB-0429	Fibroblasts CD68+	0.0262480699948533	D
MB-0429	T cells	0.0308800823468863	D
MB-0429	Myofibroblasts	0.0334534225424601	D
MB-0429	Vascular SMA+	0	D
MB-0429	B cells	0	D
MB-0431	Fibroblasts	0.341894060995185	F
MB-0431	Fibroblasts CD68+	0.0738362760834671	F
MB-0431	T cells	0.0272873194221509	F
MB-0431	Myofibroblasts	0.293739967897271	F
MB-0431	Vascular SMA+	0.0160513643659711	F
MB-0431	B cells	0.00160513643659711	F
MB-0434	Fibroblasts	0.0464169381107492	D
MB-0434	Fibroblasts CD68+	0.0944625407166124	D
MB-0434	T cells	0.151465798045603	D
MB-0434	Myofibroblasts	0.0325732899022801	D
MB-0434	Vascular SMA+	0.000814332247557003	D
MB-0434	B cells	0.0276872964169381	D
MB-0438	Fibroblasts	0.0770156438026474	IE
MB-0438	Fibroblasts CD68+	0.0517448856799037	IE
MB-0438	T cells	0.104693140794224	IE
MB-0438	Myofibroblasts	0.0577617328519856	IE
MB-0438	Vascular SMA+	0.0036101083032491	IE
MB-0438	B cells	0.022864019253911	IE
MB-0439	Fibroblasts	0.00994644223412395	D
MB-0439	Fibroblasts CD68+	0.0114766641162969	D
MB-0439	T cells	0.000765110941086458	D
MB-0439	Myofibroblasts	0.0474368783473604	D
MB-0439	Vascular SMA+	0.000765110941086458	D
MB-0439	B cells	0.000765110941086458	D
MB-0440	Fibroblasts	0.0156626506024096	D
MB-0440	Fibroblasts CD68+	0.0120481927710843	D
MB-0440	T cells	0.00120481927710843	D
MB-0440	Myofibroblasts	0.242168674698795	D
MB-0440	Vascular SMA+	0.0216867469879518	D
MB-0440	B cells	0.0036144578313253	D
MB-0442	Fibroblasts	0.0785714285714286	IE/F
MB-0442	Fibroblasts CD68+	0.0235714285714286	IE/F
MB-0442	T cells	0.00571428571428571	IE/F
MB-0442	Myofibroblasts	0.51	IE/F
MB-0442	Vascular SMA+	0.00357142857142857	IE/F
MB-0442	B cells	0	IE/F
MB-0443	Fibroblasts	0.13903743315508	IE
MB-0443	Fibroblasts CD68+	0.0705882352941176	IE
MB-0443	T cells	0.0663101604278075	IE
MB-0443	Myofibroblasts	0.0438502673796791	IE
MB-0443	Vascular SMA+	0.00106951871657754	IE
MB-0443	B cells	0.00106951871657754	IE
MB-0444	Fibroblasts	0.2756052141527	F
MB-0444	Fibroblasts CD68+	0.197392923649907	F
MB-0444	T cells	0.037243947858473	F
MB-0444	Myofibroblasts	0.0949720670391061	F
MB-0444	Vascular SMA+	0	F
MB-0444	B cells	0	F
MB-0445	Fibroblasts	0.0723684210526316	IE/F
MB-0445	Fibroblasts CD68+	0.0160818713450292	IE/F
MB-0445	T cells	0.00511695906432749	IE/F
MB-0445	Myofibroblasts	0.221491228070175	IE/F
MB-0445	Vascular SMA+	0.00657894736842105	IE/F
MB-0445	B cells	0	IE/F
MB-0446	Fibroblasts	0.055992141453831	F
MB-0446	Fibroblasts CD68+	0.0265225933202358	F
MB-0446	T cells	0.0245579567779961	F
MB-0446	Myofibroblasts	0.0157170923379175	F
MB-0446	Vascular SMA+	0.000982318271119843	F
MB-0446	B cells	0.00392927308447937	F
MB-0449	Fibroblasts	0.0235655737704918	D
MB-0449	Fibroblasts CD68+	0.021516393442623	D
MB-0449	T cells	0.00102459016393443	D
MB-0449	Myofibroblasts	0.194672131147541	D
MB-0449	Vascular SMA+	0.0102459016393443	D
MB-0449	B cells	0	D
MB-0451	Fibroblasts	0.443592552026287	F
MB-0451	Fibroblasts CD68+	0.0547645125958379	F
MB-0451	T cells	0.031763417305586	F
MB-0451	Myofibroblasts	0.184008762322015	F
MB-0451	Vascular SMA+	0.00438116100766703	F
MB-0451	B cells	0.00109529025191676	F
MB-0453	Fibroblasts	0.0411899313501144	D
MB-0453	Fibroblasts CD68+	0.034324942791762	D
MB-0453	T cells	0.0022883295194508	D
MB-0453	Myofibroblasts	0.165903890160183	D
MB-0453	Vascular SMA+	0.0011441647597254	D
MB-0453	B cells	0	D
MB-0454	Fibroblasts	0.0100418410041841	F
MB-0454	Fibroblasts CD68+	0.00753138075313808	F
MB-0454	T cells	0.000836820083682008	F
MB-0454	Myofibroblasts	0.00920502092050209	F
MB-0454	Vascular SMA+	0	F
MB-0454	B cells	0.000836820083682008	F
MB-0455	Fibroblasts	0.128298453139217	IE
MB-0455	Fibroblasts CD68+	0.097361237488626	IE
MB-0455	T cells	0.507734303912648	IE
MB-0455	Myofibroblasts	0.0191082802547771	IE
MB-0455	Vascular SMA+	0	IE
MB-0455	B cells	0.0773430391264786	IE
MB-0458	Fibroblasts	0.283783783783784	F
MB-0458	Fibroblasts CD68+	0.0225225225225225	F
MB-0458	T cells	0.0833333333333333	F
MB-0458	Myofibroblasts	0.0698198198198198	F
MB-0458	Vascular SMA+	0.00225225225225225	F
MB-0458	B cells	0.00225225225225225	F
MB-0459	Fibroblasts	0.0118577075098814	F
MB-0459	Fibroblasts CD68+	0.0158102766798419	F
MB-0459	T cells	0.00395256916996047	F
MB-0459	Myofibroblasts	0.0648221343873518	F
MB-0459	Vascular SMA+	0	F
MB-0459	B cells	0	F
MB-0460	Fibroblasts	0.0413223140495868	IE/F
MB-0460	Fibroblasts CD68+	0	IE/F
MB-0460	T cells	0.0165289256198347	IE/F
MB-0460	Myofibroblasts	0.268595041322314	IE/F
MB-0460	Vascular SMA+	0.00826446280991736	IE/F
MB-0460	B cells	0	IE/F
MB-0462	Fibroblasts	0.274193548387097	IE
MB-0462	Fibroblasts CD68+	0.0940860215053763	IE
MB-0462	T cells	0.362903225806452	IE
MB-0462	Myofibroblasts	0.0456989247311828	IE
MB-0462	Vascular SMA+	0	IE
MB-0462	B cells	0.0510752688172043	IE
MB-0463	Fibroblasts	0.0420854271356784	D
MB-0463	Fibroblasts CD68+	0.0100502512562814	D
MB-0463	T cells	0.0194723618090452	D
MB-0463	Myofibroblasts	0.152010050251256	D
MB-0463	Vascular SMA+	0.0050251256281407	D
MB-0463	B cells	0	D
MB-0464	Fibroblasts	0.165714285714286	IE
MB-0464	Fibroblasts CD68+	0.00571428571428571	IE
MB-0464	T cells	0	IE
MB-0464	Myofibroblasts	0.0114285714285714	IE
MB-0464	Vascular SMA+	0	IE
MB-0464	B cells	0.00571428571428571	IE
MB-0465	Fibroblasts	0.0232004759071981	F
MB-0465	Fibroblasts CD68+	0.00773349196906603	F
MB-0465	T cells	0.00356930398572278	F
MB-0465	Myofibroblasts	0.103509815585961	F
MB-0465	Vascular SMA+	0	F
MB-0465	B cells	0.000594883997620464	F
MB-0467	Fibroblasts	0.0135440180586907	D
MB-0467	Fibroblasts CD68+	0.0146726862302483	D
MB-0467	T cells	0.00225733634311512	D
MB-0467	Myofibroblasts	0.0812641083521445	D
MB-0467	Vascular SMA+	0.00112866817155756	D
MB-0467	B cells	0	D
MB-0468	Fibroblasts	0.28486646884273	D
MB-0468	Fibroblasts CD68+	0.0148367952522255	D
MB-0468	T cells	0.0118694362017804	D
MB-0468	Myofibroblasts	0.124629080118694	D
MB-0468	Vascular SMA+	0.00890207715133531	D
MB-0468	B cells	0	D
MB-0469	Fibroblasts	0.0723809523809524	IE
MB-0469	Fibroblasts CD68+	0.0295238095238095	IE
MB-0469	T cells	0.138095238095238	IE
MB-0469	Myofibroblasts	0.0104761904761905	IE
MB-0469	Vascular SMA+	0	IE
MB-0469	B cells	0.0104761904761905	IE
MB-0470	Fibroblasts	0.15210355987055	D
MB-0470	Fibroblasts CD68+	0.017259978425027	D
MB-0470	T cells	0.0431499460625674	D
MB-0470	Myofibroblasts	0.256742179072276	D
MB-0470	Vascular SMA+	0.00862998921251348	D
MB-0470	B cells	0.00323624595469256	D
MB-0471	Fibroblasts	0.857142857142857	D
MB-0471	Fibroblasts CD68+	0	D
MB-0471	T cells	0.142857142857143	D
MB-0471	Myofibroblasts	0	D
MB-0471	Vascular SMA+	0	D
MB-0471	B cells	0	D
MB-0474	Fibroblasts	0.0620645978467384	IE
MB-0474	Fibroblasts CD68+	0.0424319189360355	IE
MB-0474	T cells	0.0531982267257758	IE
MB-0474	Myofibroblasts	0.120329322355921	IE
MB-0474	Vascular SMA+	0.00189993666877771	IE
MB-0474	B cells	0.000633312222925902	IE
MB-0475	Fibroblasts	0.0298507462686567	IE
MB-0475	Fibroblasts CD68+	0	IE
MB-0475	T cells	0.0103329506314581	IE
MB-0475	Myofibroblasts	0.0206659012629162	IE
MB-0475	Vascular SMA+	0	IE
MB-0475	B cells	0	IE
MB-0476	Fibroblasts	0.199329983249581	IE/F
MB-0476	Fibroblasts CD68+	0.00837520938023451	IE/F
MB-0476	T cells	0.293969849246231	IE/F
MB-0476	Myofibroblasts	0.187604690117253	IE/F
MB-0476	Vascular SMA+	0.000837520938023451	IE/F
MB-0476	B cells	0.0016750418760469	IE/F
MB-0478	Fibroblasts	0.741935483870968	F
MB-0478	Fibroblasts CD68+	0.032258064516129	F
MB-0478	T cells	0	F
MB-0478	Myofibroblasts	0.0645161290322581	F
MB-0478	Vascular SMA+	0.032258064516129	F
MB-0478	B cells	0	F
MB-0479	Fibroblasts	0.0879120879120879	D
MB-0479	Fibroblasts CD68+	0.021978021978022	D
MB-0479	T cells	0.021978021978022	D
MB-0479	Myofibroblasts	0.197802197802198	D
MB-0479	Vascular SMA+	0.00659340659340659	D
MB-0479	B cells	0	D
MB-0480	Fibroblasts	0.389544688026981	D
MB-0480	Fibroblasts CD68+	0.00505902192242833	D
MB-0480	T cells	0.0438448566610455	D
MB-0480	Myofibroblasts	0.0657672849915683	D
MB-0480	Vascular SMA+	0.00168634064080944	D
MB-0480	B cells	0.00505902192242833	D
MB-0481	Fibroblasts	0.591691394658754	D
MB-0481	Fibroblasts CD68+	0.00949554896142433	D
MB-0481	T cells	0.00178041543026706	D
MB-0481	Myofibroblasts	0.0795252225519288	D
MB-0481	Vascular SMA+	0.000593471810089021	D
MB-0481	B cells	0.00118694362017804	D
MB-0482	Fibroblasts	0.180625630676085	F
MB-0482	Fibroblasts CD68+	0.0343087790110999	F
MB-0482	T cells	0.0221997981836529	F
MB-0482	Myofibroblasts	0.144298688193744	F
MB-0482	Vascular SMA+	0.00605449041372351	F
MB-0482	B cells	0.00201816347124117	F
MB-0483	Fibroblasts	0.107588856868396	IE
MB-0483	Fibroblasts CD68+	0.0268972142170989	IE
MB-0483	T cells	0.107588856868396	IE
MB-0483	Myofibroblasts	0.0710854947166186	IE
MB-0483	Vascular SMA+	0	IE
MB-0483	B cells	0.00768491834774256	IE
MB-0484	Fibroblasts	0.052233676975945	D
MB-0484	Fibroblasts CD68+	0.00756013745704467	D
MB-0484	T cells	0.0013745704467354	D
MB-0484	Myofibroblasts	0.228865979381443	D
MB-0484	Vascular SMA+	0.00618556701030928	D
MB-0484	B cells	0	D
MB-0485	Fibroblasts	0.0875576036866359	D
MB-0485	Fibroblasts CD68+	0.010752688172043	D
MB-0485	T cells	0.249615975422427	D
MB-0485	Myofibroblasts	0.0253456221198157	D
MB-0485	Vascular SMA+	0	D
MB-0485	B cells	0.010752688172043	D
MB-0486	Fibroblasts	0.0172413793103448	F
MB-0486	Fibroblasts CD68+	0.0114942528735632	F
MB-0486	T cells	0.0239463601532567	F
MB-0486	Myofibroblasts	0.0311302681992337	F
MB-0486	Vascular SMA+	0.000478927203065134	F
MB-0486	B cells	0	F
MB-0487	Fibroblasts	0.114788004136505	F
MB-0487	Fibroblasts CD68+	0.0558428128231644	F
MB-0487	T cells	0.00413650465356774	F
MB-0487	Myofibroblasts	0.312306101344364	F
MB-0487	Vascular SMA+	0.00103412616339193	F
MB-0487	B cells	0	F
MB-0488	Fibroblasts	0.0381294964028777	F
MB-0488	Fibroblasts CD68+	0.00503597122302158	F
MB-0488	T cells	0.000719424460431655	F
MB-0488	Myofibroblasts	0.159712230215827	F
MB-0488	Vascular SMA+	0.0100719424460432	F
MB-0488	B cells	0	F
MB-0490	Fibroblasts	0.0652340752110514	D
MB-0490	Fibroblasts CD68+	0.0184190330007675	D
MB-0490	T cells	0.00153491941673062	D
MB-0490	Myofibroblasts	0.164236377590177	D
MB-0490	Vascular SMA+	0.000767459708365311	D
MB-0490	B cells	0	D
MB-0491	Fibroblasts	0.0589777195281782	IE/F
MB-0491	Fibroblasts CD68+	0.0131061598951507	IE/F
MB-0491	T cells	0.00917431192660551	IE/F
MB-0491	Myofibroblasts	0.381389252948886	IE/F
MB-0491	Vascular SMA+	0.00524246395806029	IE/F
MB-0491	B cells	0	IE/F
MB-0492	Fibroblasts	0.10036496350365	D
MB-0492	Fibroblasts CD68+	0.0337591240875912	D
MB-0492	T cells	0.0374087591240876	D
MB-0492	Myofibroblasts	0.12043795620438	D
MB-0492	Vascular SMA+	0.00273722627737226	D
MB-0492	B cells	0	D
MB-0494	Fibroblasts	0.196636481241915	F
MB-0494	Fibroblasts CD68+	0.0413971539456662	F
MB-0494	T cells	0.10608020698577	F
MB-0494	Myofibroblasts	0.0504527813712807	F
MB-0494	Vascular SMA+	0	F
MB-0494	B cells	0.00129366106080207	F
MB-0495	Fibroblasts	0.0873440285204991	F
MB-0495	Fibroblasts CD68+	0.00980392156862745	F
MB-0495	T cells	0.0035650623885918	F
MB-0495	Myofibroblasts	0.117647058823529	F
MB-0495	Vascular SMA+	0.00802139037433155	F
MB-0495	B cells	0.00089126559714795	F
MB-0496	Fibroblasts	0.257425742574257	F
MB-0496	Fibroblasts CD68+	0.0099009900990099	F
MB-0496	T cells	0	F
MB-0496	Myofibroblasts	0.0198019801980198	F
MB-0496	Vascular SMA+	0	F
MB-0496	B cells	0	F
MB-0500	Fibroblasts	0.31058495821727	F
MB-0500	Fibroblasts CD68+	0.0194986072423398	F
MB-0500	T cells	0.0752089136490251	F
MB-0500	Myofibroblasts	0.146239554317549	F
MB-0500	Vascular SMA+	0.00417827298050139	F
MB-0500	B cells	0.00557103064066852	F
MB-0501	Fibroblasts	0.00680713128038898	F
MB-0501	Fibroblasts CD68+	0.000324149108589951	F
MB-0501	T cells	0	F
MB-0501	Myofibroblasts	0.0181523500810373	F
MB-0501	Vascular SMA+	0.000324149108589951	F
MB-0501	B cells	0	F
MB-0502	Fibroblasts	0.07398753894081	IE/F
MB-0502	Fibroblasts CD68+	0.0389408099688473	IE/F
MB-0502	T cells	0.0233644859813084	IE/F
MB-0502	Myofibroblasts	0.172118380062305	IE/F
MB-0502	Vascular SMA+	0.0186915887850467	IE/F
MB-0502	B cells	0.00155763239875389	IE/F
MB-0503	Fibroblasts	0.217207334273625	F
MB-0503	Fibroblasts CD68+	0.0324400564174894	F
MB-0503	T cells	0.00846262341325811	F
MB-0503	Myofibroblasts	0.0352609308885755	F
MB-0503	Vascular SMA+	0	F
MB-0503	B cells	0	F
MB-0504	Fibroblasts	0.0399113082039911	F
MB-0504	Fibroblasts CD68+	0.0310421286031042	F
MB-0504	T cells	0	F
MB-0504	Myofibroblasts	0.248337028824834	F
MB-0504	Vascular SMA+	0.0110864745011086	F
MB-0504	B cells	0	F
MB-0505	Fibroblasts	0.220623501199041	F
MB-0505	Fibroblasts CD68+	0.0287769784172662	F
MB-0505	T cells	0.0599520383693046	F
MB-0505	Myofibroblasts	0.177458033573141	F
MB-0505	Vascular SMA+	0.00479616306954436	F
MB-0505	B cells	0.00239808153477218	F
MB-0508	Fibroblasts	0.0750407830342577	IE/F
MB-0508	Fibroblasts CD68+	0.0252854812398042	IE/F
MB-0508	T cells	0.100326264274062	IE/F
MB-0508	Myofibroblasts	0.199021207177814	IE/F
MB-0508	Vascular SMA+	0.00570962479608483	IE/F
MB-0508	B cells	0.00244698205546493	IE/F
MB-0510	Fibroblasts	0.0297951582867784	F
MB-0510	Fibroblasts CD68+	0.0148975791433892	F
MB-0510	T cells	0.00186219739292365	F
MB-0510	Myofibroblasts	0.0279329608938547	F
MB-0510	Vascular SMA+	0.00186219739292365	F
MB-0510	B cells	0	F
MB-0511	Fibroblasts	0.0402877697841727	F
MB-0511	Fibroblasts CD68+	0.0172661870503597	F
MB-0511	T cells	0.00143884892086331	F
MB-0511	Myofibroblasts	0.23021582733813	F
MB-0511	Vascular SMA+	0.018705035971223	F
MB-0511	B cells	0	F
MB-0512	Fibroblasts	0.120567375886525	D
MB-0512	Fibroblasts CD68+	0.00354609929078014	D
MB-0512	T cells	0	D
MB-0512	Myofibroblasts	0.00354609929078014	D
MB-0512	Vascular SMA+	0	D
MB-0512	B cells	0	D
MB-0513	Fibroblasts	0.0133678309616214	D
MB-0513	Fibroblasts CD68+	0.00043122035360069	D
MB-0513	T cells	0.00474342388960759	D
MB-0513	Myofibroblasts	0.0508840017248814	D
MB-0513	Vascular SMA+	0	D
MB-0513	B cells	0	D
MB-0516	Fibroblasts	0.0165745856353591	F
MB-0516	Fibroblasts CD68+	0.0543278084714549	F
MB-0516	T cells	0.00828729281767956	F
MB-0516	Myofibroblasts	0.0755064456721915	F
MB-0516	Vascular SMA+	0.000920810313075506	F
MB-0516	B cells	0	F
MB-0519	Fibroblasts	0.148253068932956	IE
MB-0519	Fibroblasts CD68+	0.0302171860245515	IE
MB-0519	T cells	0.109537299338999	IE
MB-0519	Myofibroblasts	0.0377714825306893	IE
MB-0519	Vascular SMA+	0	IE
MB-0519	B cells	0.028328611898017	IE
MB-0521	Fibroblasts	0.325041459369818	IE/F
MB-0521	Fibroblasts CD68+	0.0257048092868988	IE/F
MB-0521	T cells	0.188225538971808	IE/F
MB-0521	Myofibroblasts	0.113598673300166	IE/F
MB-0521	Vascular SMA+	0.0555555555555556	IE/F
MB-0521	B cells	0.0472636815920398	IE/F
MB-0524	Fibroblasts	0.607843137254902	F
MB-0524	Fibroblasts CD68+	0.0392156862745098	F
MB-0524	T cells	0.065359477124183	F
MB-0524	Myofibroblasts	0.202614379084967	F
MB-0524	Vascular SMA+	0.0392156862745098	F
MB-0524	B cells	0	F
MB-0525	Fibroblasts	0.0802377414561664	F
MB-0525	Fibroblasts CD68+	0.116641901931649	F
MB-0525	T cells	0.0349182763744428	F
MB-0525	Myofibroblasts	0.395245170876672	F
MB-0525	Vascular SMA+	0.0193164933135215	F
MB-0525	B cells	0.00148588410104012	F
MB-0526	Fibroblasts	0.0168573148705599	D
MB-0526	Fibroblasts CD68+	0.00722456351595424	D
MB-0526	T cells	0	D
MB-0526	Myofibroblasts	0.0228777844671884	D
MB-0526	Vascular SMA+	0	D
MB-0526	B cells	0	D
MB-0527	Fibroblasts	0.0562990309183203	IE/F
MB-0527	Fibroblasts CD68+	0.0166128287955699	IE/F
MB-0527	T cells	0.0147669589293955	IE/F
MB-0527	Myofibroblasts	0.0410706045223812	IE/F
MB-0527	Vascular SMA+	0	IE/F
MB-0527	B cells	0	IE/F
MB-0528	Fibroblasts	0.184372256365233	IE
MB-0528	Fibroblasts CD68+	0.107989464442493	IE
MB-0528	T cells	0.102721685689201	IE
MB-0528	Myofibroblasts	0.038630377524144	IE
MB-0528	Vascular SMA+	0	IE
MB-0528	B cells	0.000877963125548727	IE
MB-0529	Fibroblasts	0.0825309491059147	D
MB-0529	Fibroblasts CD68+	0.0563961485557084	D
MB-0529	T cells	0.00687757909215956	D
MB-0529	Myofibroblasts	0.266850068775791	D
MB-0529	Vascular SMA+	0.00137551581843191	D
MB-0529	B cells	0	D
MB-0531	Fibroblasts	0.0461285008237232	F
MB-0531	Fibroblasts CD68+	0.0790774299835255	F
MB-0531	T cells	0.0247116968698517	F
MB-0531	Myofibroblasts	0.169686985172982	F
MB-0531	Vascular SMA+	0.00988467874794069	F
MB-0531	B cells	0	F
MB-0532	Fibroblasts	0.112714156898106	IE
MB-0532	Fibroblasts CD68+	0.0189359783588819	IE
MB-0532	T cells	0.0162308385933273	IE
MB-0532	Myofibroblasts	0.143372407574391	IE
MB-0532	Vascular SMA+	0	IE
MB-0532	B cells	0	IE
MB-0536	Fibroblasts	0.119257086999022	IE
MB-0536	Fibroblasts CD68+	0.0449657869012708	IE
MB-0536	T cells	0.00586510263929619	IE
MB-0536	Myofibroblasts	0.134897360703812	IE
MB-0536	Vascular SMA+	0	IE
MB-0536	B cells	0	IE
MB-0537	Fibroblasts	0.0666666666666667	F
MB-0537	Fibroblasts CD68+	0.00720720720720721	F
MB-0537	T cells	0.000900900900900901	F
MB-0537	Myofibroblasts	0.143243243243243	F
MB-0537	Vascular SMA+	0.0027027027027027	F
MB-0537	B cells	0	F
MB-0538	Fibroblasts	0.184985279685967	F
MB-0538	Fibroblasts CD68+	0.0387634936211972	F
MB-0538	T cells	0.0417075564278705	F
MB-0538	Myofibroblasts	0.115309126594701	F
MB-0538	Vascular SMA+	0.00392541707556428	F
MB-0538	B cells	0.00637880274779195	F
MB-0542	Fibroblasts	0.134459036898061	IE
MB-0542	Fibroblasts CD68+	0.00813008130081301	IE
MB-0542	T cells	0.175109443402126	IE
MB-0542	Myofibroblasts	0.0869293308317699	IE
MB-0542	Vascular SMA+	0.00312695434646654	IE
MB-0542	B cells	0.00250156347717323	IE
MB-0544	Fibroblasts	0.112827400940228	F
MB-0544	Fibroblasts CD68+	0.038280725319006	F
MB-0544	T cells	0.000671591672263264	F
MB-0544	Myofibroblasts	0.0282068502350571	F
MB-0544	Vascular SMA+	0.00201477501678979	F
MB-0544	B cells	0.000671591672263264	F
MB-0545	Fibroblasts	0.112781954887218	IE/F
MB-0545	Fibroblasts CD68+	0.0275689223057644	IE/F
MB-0545	T cells	0.0012531328320802	IE/F
MB-0545	Myofibroblasts	0.068922305764411	IE/F
MB-0545	Vascular SMA+	0	IE/F
MB-0545	B cells	0	IE/F
MB-0552	Fibroblasts	0.112873134328358	IE/F
MB-0552	Fibroblasts CD68+	0.0550373134328358	IE/F
MB-0552	T cells	0.333955223880597	IE/F
MB-0552	Myofibroblasts	0.0531716417910448	IE/F
MB-0552	Vascular SMA+	0.00559701492537313	IE/F
MB-0552	B cells	0.23134328358209	IE/F
MB-0553	Fibroblasts	0.276510067114094	D
MB-0553	Fibroblasts CD68+	0.126174496644295	D
MB-0553	T cells	0.242953020134228	D
MB-0553	Myofibroblasts	0.114093959731544	D
MB-0553	Vascular SMA+	0.00939597315436242	D
MB-0553	B cells	0.0979865771812081	D
