group,Sample,Gene_symbol,gencode_start_hg19,gencode_end_hg19,Cytoband_hg19,IC
HER2+,CURTIS_H001550,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001550,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001547,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001547,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001547,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001547,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001547,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001547,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001547,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001547,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001547,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001547,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001547,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H001547,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001547,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001547,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001547,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H001547,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001547,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001547,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H001547,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H001547,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001547,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001547,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001547,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001547,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001547,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001547,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001547,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H001547,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001547,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001547,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001547,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001547,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001547,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001547,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001547,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001547,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001547,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H001547,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001547,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001547,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001547,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001547,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001547,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001547,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001547,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001547,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001547,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001547,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001547,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H001547,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001547,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001547,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001547,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001547,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001547,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001547,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001547,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001547,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001547,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001547,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001547,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001545,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001545,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001545,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001545,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001545,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001545,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001545,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001545,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001545,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001545,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001545,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001545,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001545,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001545,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001545,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001545,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001545,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001545,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001545,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001545,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001545,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001545,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001545,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001545,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001489,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001489,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001489,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001489,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001489,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001489,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001489,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001489,ACER3,76571911,76737841,11q13,IC2
HER2+,CURTIS_H001489,SPCS2,74660292,74690076,11q13,IC2
HER2+,CURTIS_H001489,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001489,PPME1,73882144,73965748,11q13,IC2
HER2+,CURTIS_H001489,UVRAG,75526212,75854239,11q13,IC2
HER2+,CURTIS_H001489,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001489,POLD3,74204896,74380162,11q13,IC2
HER2+,CURTIS_H001489,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001489,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001489,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001489,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001489,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001489,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001489,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001489,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001488,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001488,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001488,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001488,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001488,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001488,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001488,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001488,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001488,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001488,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001488,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H001488,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001488,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H001488,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001488,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001488,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H001488,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001488,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001488,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H001488,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H001488,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001488,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001488,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001488,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001488,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001488,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001488,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001488,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H001488,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001488,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001488,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001488,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001488,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001488,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H001488,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001488,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001488,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001488,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001488,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H001488,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001488,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001488,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H001488,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001488,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H001488,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001488,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001488,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001488,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001488,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001488,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001488,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001488,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001488,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H001488,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001488,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001488,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001488,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001488,NADSYN1,71164155,71235153,11q13,IC2
HER2+,CURTIS_H001488,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001488,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001488,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001488,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001488,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001488,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001488,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001488,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001485,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001485,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001485,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001485,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001485,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001485,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001485,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001485,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001485,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001485,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001485,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001485,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001485,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001485,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001484,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001484,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001484,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001484,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001484,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H001484,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001484,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H001484,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001484,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001484,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H001484,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H001484,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H001484,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H001484,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H001484,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001484,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001484,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H001484,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001484,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001484,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001484,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001484,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H001484,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H001484,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001484,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H001484,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H001484,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H001465,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001465,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001465,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001465,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001465,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001465,DGAT1,145538247,145550573,8q24,IC9
HER2+,CURTIS_H001465,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001465,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001465,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001465,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001465,FBXL6,145579091,145583036,8q24,IC9
HER2+,CURTIS_H001465,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001465,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001465,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001465,GPR172A,145577795,145584946,8q24,IC9
HER2+,CURTIS_H001465,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001465,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001465,GRINA,145064226,145067583,8q24,IC9
HER2+,CURTIS_H001465,CYC1,145149930,145152428,8q24,IC9
HER2+,CURTIS_H001465,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001465,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001465,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001465,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001465,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001465,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001465,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001465,GLI4,144349603,144359101,8q24,IC9
HER2+,CURTIS_H001465,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001465,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001465,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001465,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001465,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001465,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001465,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001465,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001465,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001465,MFSD3,145734457,145736596,8q24,IC9
HER2+,CURTIS_H001465,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001465,FAM83H,144806103,144815971,8q24,IC9
HER2+,CURTIS_H001465,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001465,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001465,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001465,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001465,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001465,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001465,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001465,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001465,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001465,MAF1,145159402,145162514,8q24,IC9
HER2+,CURTIS_H001465,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001465,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001465,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001465,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001465,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001465,RECQL4,145736671,145743229,8q24,IC9
HER2+,CURTIS_H001465,GPAA1,145137493,145141119,8q24,IC9
HER2+,CURTIS_H001465,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001465,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001465,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001465,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001465,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001463,EIF2C2,141530255,141645718,8q24,IC9
HER2+,CURTIS_H001463,C8orf82,145751117,145754516,8q24,IC9
HER2+,CURTIS_H001463,TAF2,120743015,120845103,8q24,IC9
HER2+,CURTIS_H001463,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H001463,C8orf55,143808621,143818345,8q24,IC9
HER2+,CURTIS_H001463,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H001463,EEF1D,144661867,144681711,8q24,IC9
HER2+,CURTIS_H001463,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H001463,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H001463,DSCC1,120846216,120868250,8q24,IC9
HER2+,CURTIS_H001463,ZC3H3,144519825,144623623,8q24,IC9
HER2+,CURTIS_H001463,HSF1,145515273,145538385,8q24,IC9
HER2+,CURTIS_H001463,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H001463,ADCK5,145596790,145618457,8q24,IC9
HER2+,CURTIS_H001463,LRRC14,145743376,145750562,8q24,IC9
HER2+,CURTIS_H001463,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H001463,ZNF16,146155744,146176274,8q24,IC9
HER2+,CURTIS_H001463,PUF60,144898514,144912029,8q24,IC9
HER2+,CURTIS_H001463,RPL8,146015150,146017972,8q24,IC9
HER2+,CURTIS_H001463,COMMD5,146066427,146079121,8q24,IC9
HER2+,CURTIS_H001463,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H001463,ZNF251,145946292,145981802,8q24,IC9
HER2+,CURTIS_H001463,WDYHV1,124428965,124482268,8q24,IC9
HER2+,CURTIS_H001463,EFR3A,132916335,133025889,8q24,IC9
HER2+,CURTIS_H001463,NSMCE2,126103921,126379362,8q24,IC9
HER2+,CURTIS_H001463,SHARPIN,145153536,145163027,8q24,IC9
HER2+,CURTIS_H001463,CYHR1,145674965,145691060,8q24,IC9
HER2+,CURTIS_H001463,ZNF707,144766622,144796068,8q24,IC9
HER2+,CURTIS_H001463,PHF20L1,133787604,133861052,8q24,IC9
HER2+,CURTIS_H001463,DERL1,124025404,124054663,8q24,IC9
HER2+,CURTIS_H001463,FAM84B,127564687,127570638,8q24,IC9
HER2+,CURTIS_H001463,TOP1MT,144386554,144442149,8q24,IC9
HER2+,CURTIS_H001463,KIAA1688,145754563,145831201,8q24,IC9
HER2+,CURTIS_H001463,VPS28,145648984,145653946,8q24,IC9
HER2+,CURTIS_H001463,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H001463,PPP1R16A,145703352,145727504,8q24,IC9
HER2+,CURTIS_H001463,SCRIB,144873090,144897549,8q24,IC9
HER2+,CURTIS_H001463,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H001463,PTK2,141667999,142012315,8q24,IC9
HER2+,CURTIS_H001463,EXOSC4,145133529,145135550,8q24,IC9
HER2+,CURTIS_H001463,WDR67,124054208,124164393,8q24,IC9
HER2+,CURTIS_H001463,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H001463,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H001463,BOP1,145486055,145515082,8q24,IC9
HER2+,CURTIS_H001463,CPSF1,145618444,145634733,8q24,IC9
HER2+,CURTIS_H001463,MAL2,120177273,120257913,8q24,IC9
HER2+,CURTIS_H001463,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H001463,SQLE,126010739,126034525,8q24,IC9
HER2+,CURTIS_H001463,ZNF250,146101882,146127553,8q24,IC9
HER2+,CURTIS_H001463,MRPL13,121393000,121457642,8q24,IC9
HER2+,CURTIS_H001463,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H001463,FAM91A1,124780696,124827692,8q24,IC9
HER2+,CURTIS_H001463,ATAD2,124332090,124428590,8q24,IC9
HER2+,CURTIS_H001463,TRAPPC9,140739968,141468678,8q24,IC9
HER2+,CURTIS_H001463,DQ894708,118532952,118552501,8q24,IC9
HER2+,CURTIS_H001463,C8orf76,124232197,124253638,8q24,IC9
HER2+,CURTIS_H001463,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H001463,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001463,ZNF7,146052849,146072894,8q24,IC9
HER2+,CURTIS_H001463,MTBP,121457640,121554373,8q24,IC9
HER2+,CURTIS_H001463,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H001463,ZNF34,145998499,146012730,8q24,IC9
HER2+,CURTIS_H001463,ST3GAL1,134467091,134584183,8q24,IC9
HER2+,CURTIS_H001463,MYC,128747680,128753680,8q24,IC9
HER2+,CURTIS_H001462,FGF4,69585784,69590171,11q13,IC2
HER2+,CURTIS_H001462,CCND1,69455855,69469242,11q13,IC2
HER2+,CURTIS_H001462,PPFIA1,70116806,70231418,11q13,IC2
HER2+,CURTIS_H001462,CTTN,70244510,70282690,11q13,IC2
HER2+,CURTIS_H001462,DUSP4,29190581,29208185,8p12,IC6
HER2+,CURTIS_H001462,UTP23,117778742,117861702,8q24,IC9
HER2+,CURTIS_H001462,RAD21,117858174,117887105,8q24,IC9
HER2+,CURTIS_H000587,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000587,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000587,PPM1D,58677544,58743641,17q23,IC1
HER2+,CURTIS_H000587,DHX40,57642886,57685706,17q23,IC1
HER2+,CURTIS_H000587,POLG2,62473902,62493154,17q23,IC1
HER2+,CURTIS_H000587,TUBD1,57936843,57970306,17q23,IC1
HER2+,CURTIS_H000587,CCDC44,61678231,61685725,17q23,IC1
HER2+,CURTIS_H000587,INTS2,59942728,60005377,17q23,IC1
HER2+,CURTIS_H000587,CA4,58227297,58248260,17q23,IC1
HER2+,CURTIS_H000587,FTSJ3,61896793,61907372,17q23,IC1
HER2+,CURTIS_H000587,WDR68,61627822,61671628,17q23,IC1
HER2+,CURTIS_H000587,CCDC45,62502706,62538579,17q23,IC1
HER2+,CURTIS_H000587,DQ893774,62495734,62504317,17q23,IC1
HER2+,CURTIS_H000587,CD79B,62006100,62009714,17q23,IC1
HER2+,CURTIS_H000587,PTRH2,57751997,57784987,17q23,IC1
HER2+,CURTIS_H000587,RNFT1,58029601,58042122,17q23,IC1
HER2+,CURTIS_H000587,TLK2,60536019,60692842,17q23,IC1
HER2+,CURTIS_H000587,MED13,60019966,60142643,17q23,IC1
HER2+,CURTIS_H000587,RPS6KB1,57970407,58027925,17q23,IC1
HER2+,CURTIS_H000587,CLTC,57697050,57774317,17q23,IC1
HER2+,CURTIS_H000587,APPBP2,58520510,58603580,17q23,IC1
HER2+,CURTIS_H000587,STRADA,61759696,61819346,17q23,IC1
HER2+,CURTIS_H000587,DDX42,61850963,61896677,17q23,IC1
HER2+,CURTIS_H000587,USP32,58256455,58499831,17q23,IC1
HER2+,CURTIS_H000587,CCDC47,61822610,61853711,17q23,IC1
HER2+,CURTIS_H000587,SMARCD2,61909441,61920425,17q23,IC1
HER2+,CURTIS_H000587,CYB561,61509665,61523739,17q23,IC1
HER2+,CURTIS_H000559,HEATR6,58120555,58156292,17q23,IC1
HER2+,CURTIS_H000559,TMEM49,57784553,57919616,17q23,IC1
HER2+,CURTIS_H000559,PPM1D,58677544,58743641,17q23,IC1
